"resultId","raceId","driverId","constructorId","number","grid","position","positionText","positionOrder","points","laps","time","milliseconds","fastestLap","rank","fastestLapTime","fastestLapSpeed","statusId","team","teamnat"
15237,616,309,1,"8",4,"\N","R",22,0,0,"\N","\N","\N","\N","\N","\N",8,"McLaren","British"
15241,617,309,1,"8",2,"3","3",3,4,55,"+28.8","5385800","\N","\N","\N","\N",1,"McLaren","British"
15246,617,235,6,"3",14,"8","8",8,0,54,"\N","\N","\N","\N","\N","\N",11,"Ferrari","Italian"
15253,617,304,1,"7",3,"15","15",15,0,53,"\N","\N","\N","\N","\N","\N",12,"McLaren","British"
15262,617,232,6,"4",7,"\N","R",24,0,2,"\N","\N","\N","\N","\N","\N",22,"Ferrari","Italian"
15264,618,309,1,"8",2,"1","1",1,9,80,"1:59:04.083","7144083","\N","\N","\N","\N",1,"McLaren","British"
15276,618,304,1,"7",7,"13","13",13,0,75,"\N","\N","\N","\N","\N","\N",15,"McLaren","British"
15278,618,232,6,"4",20,"15","15",15,0,75,"\N","\N","\N","\N","\N","\N",15,"Ferrari","Italian"
15285,618,222,1,"0",3,"\N","R",22,0,32,"\N","\N","\N","\N","\N","\N",3,"McLaren","British"
15293,619,304,1,"7",8,"4","4",4,3,59,"+50.226","6126005","\N","\N","\N","\N",1,"McLaren","British"
15294,619,309,1,"8",7,"5","5",5,2,59,"+1:20.367","6156146","\N","\N","\N","\N",1,"McLaren","British"
15305,619,232,6,"4",11,"16","16",16,0,55,"\N","\N","\N","\N","\N","\N",14,"Ferrari","Italian"
15307,619,222,1,"0",10,"\N","R",18,0,39,"\N","\N","\N","\N","\N","\N",22,"McLaren","British"
15319,620,304,1,"17",4,"2","2",2,6,95,"+25.96","7105060","\N","\N","\N","\N",1,"McLaren","British"
15320,620,235,6,"8",8,"3","3",3,4,95,"+59.39","7138490","\N","\N","\N","\N",1,"Ferrari","Italian"
15321,620,223,6,"9",6,"4","4",4,3,95,"+1:06.72","7145820","\N","\N","\N","\N",1,"Ferrari","Italian"
15332,620,309,1,"18",3,"\N","R",15,0,49,"\N","\N","\N","\N","\N","\N",5,"McLaren","British"
15333,620,207,6,"10",9,"\N","R",16,0,20,"\N","\N","\N","\N","\N","\N",5,"Ferrari","Italian"
15340,621,304,1,"12",5,"1","1",1,9,79,"1:45:49.1","6349100","\N","\N","\N","\N",1,"McLaren","British"
15342,621,309,1,"14",12,"3","3",3,4,79,"+25.8","6374900","\N","\N","\N","\N",1,"McLaren","British"
15343,621,207,6,"7",6,"4","4",4,3,79,"+38.5","6387600","\N","\N","\N","\N",1,"Ferrari","Italian"
15347,621,235,6,"5",7,"8","8",8,0,78,"\N","\N","\N","\N","\N","\N",11,"Ferrari","Italian"
15351,621,223,6,"6",2,"12","12",12,0,77,"\N","\N","\N","\N","\N","\N",12,"Ferrari","Italian"
15367,622,235,6,"4",1,"2","2",2,6,90,"+18.92","7440120","\N","\N","\N","\N",1,"Ferrari","Italian"
15368,622,223,6,"6",8,"3","3",3,4,89,"\N","\N","\N","\N","\N","\N",11,"Ferrari","Italian"
15370,622,309,1,"20",11,"5","5",5,2,89,"\N","\N","\N","\N","\N","\N",11,"McLaren","British"
15381,622,304,1,"11",2,"\N","R",16,0,48,"\N","\N","\N","\N","\N","\N",6,"McLaren","British"
15384,622,207,6,"7",5,"\N","R",19,0,23,"\N","\N","\N","\N","\N","\N",51,"Ferrari","Italian"
15393,623,235,6,"6",2,"2","2",2,6,80,"+38.2","8853500","\N","\N","\N","\N",1,"Ferrari","Italian"
15396,623,312,1,"15",10,"5","5",5,2,77,"\N","\N","\N","\N","\N","\N",13,"McLaren","British"
15406,623,304,1,"14",7,"15","15",15,0,74,"\N","\N","\N","\N","\N","\N",16,"McLaren","British"
15411,623,223,6,"7",3,"\N","R",20,0,51,"\N","\N","\N","\N","\N","\N",3,"Ferrari","Italian"
15419,624,304,1,"9",3,"3","3",3,4,85,"+58.1","6305400","\N","\N","\N","\N",1,"McLaren","British"
15423,624,309,1,"10",7,"7","7",7,0,83,"\N","\N","\N","\N","\N","\N",12,"McLaren","British"
15433,624,223,6,"30",2,"\N","R",17,0,57,"\N","\N","\N","\N","\N","\N",3,"Ferrari","Italian"
15436,624,235,6,"29",4,"\N","R",20,0,47,"\N","\N","\N","\N","\N","\N",98,"Ferrari","Italian"
15448,625,304,1,"2",2,"7","7",7,0,38,"+1:48.1","6850600","\N","\N","\N","\N",1,"McLaren","British"
15450,625,312,1,"11",13,"9","9",9,0,38,"+2:55.5","6918000","\N","\N","\N","\N",1,"McLaren","British"
15452,625,235,6,"3",4,"11","11",11,0,37,"\N","\N","\N","\N","\N","\N",11,"Ferrari","Italian"
15454,625,330,6,"30",19,"13","13",13,0,37,"\N","\N","\N","\N","\N","\N",11,"Ferrari","Italian"
15469,626,309,1,"19",3,"3","3",3,4,76,"+1:12.5","6542700","\N","\N","\N","\N",1,"McLaren","British"
15471,626,304,1,"18",11,"5","5",5,2,75,"\N","\N","\N","\N","\N","\N",11,"McLaren","British"
15472,626,232,6,"6",9,"6","6",6,1,75,"\N","\N","\N","\N","\N","\N",11,"Ferrari","Italian"
15483,626,235,6,"5",1,"\N","R",17,0,49,"\N","\N","\N","\N","\N","\N",51,"Ferrari","Italian"
15493,627,235,6,"4",1,"1","1",1,9,14,"1:42:12.3","6132300","\N","\N","\N","\N",1,"Ferrari","Italian"
15494,627,223,6,"9",7,"2","2",2,6,14,"+48.3","6180600","\N","\N","\N","\N",1,"Ferrari","Italian"
15497,627,312,1,"5",19,"5","5",5,2,14,"+2:35.7","6288000","\N","\N","\N","\N",1,"McLaren","British"
15504,627,232,6,"19",22,"12","12",12,0,13,"\N","\N","\N","\N","\N","\N",11,"Ferrari","Italian"
15511,627,304,1,"3",10,"\N","R",19,0,8,"\N","\N","\N","\N","\N","\N",5,"McLaren","British"
15521,628,304,1,"12",7,"2","2",2,6,54,"+1.18","5357840","\N","\N","\N","\N",1,"McLaren","British"
15522,628,309,1,"14",4,"3","3",3,4,54,"+36.53","5393190","\N","\N","\N","\N",1,"McLaren","British"
15541,628,235,6,"18",9,"\N","R",22,0,20,"\N","\N","\N","\N","\N","\N",69,"Ferrari","Italian"
15543,628,223,6,"19",2,"\N","R",24,0,13,"\N","\N","\N","\N","\N","\N",69,"Ferrari","Italian"
15547,629,304,1,"14",5,"3","3",3,4,55,"+23.8","5422200","\N","\N","\N","\N",1,"McLaren","British"
15548,629,309,1,"15",8,"4","4",4,3,55,"+35.7","5434100","\N","\N","\N","\N",1,"McLaren","British"
15551,629,207,6,"3",7,"7","7",7,0,54,"\N","\N","\N","\N","\N","\N",11,"Ferrari","Italian"
15558,629,235,6,"4",1,"\N","R",14,0,46,"\N","\N","\N","\N","\N","\N",10,"Ferrari","Italian"
15564,629,223,6,"5",4,"\N","R",20,0,16,"\N","\N","\N","\N","\N","\N",4,"Ferrari","Italian"
15573,630,309,1,"19",1,"2","2",2,6,80,"+48.2","6245300","\N","\N","\N","\N",1,"McLaren","British"
15574,630,304,1,"18",2,"3","3",3,4,80,"+54.6","6251700","\N","\N","\N","\N",1,"McLaren","British"
15576,630,223,6,"11",7,"5","5",5,2,80,"+1:07.0","6264100","\N","\N","\N","\N",1,"Ferrari","Italian"
15583,630,235,6,"10",8,"12","12",12,0,76,"\N","\N","\N","\N","\N","\N",14,"Ferrari","Italian"
15598,631,304,1,"19",3,"3","3",3,4,59,"+37.528","6142882","\N","\N","\N","\N",1,"McLaren","British"
15600,631,235,6,"7",12,"5","5",5,2,59,"+1:23.119","6188473","\N","\N","\N","\N",1,"Ferrari","Italian"
15601,631,207,6,"9",10,"6","6",6,1,58,"\N","\N","\N","\N","\N","\N",11,"Ferrari","Italian"
15603,631,223,6,"8",6,"8","8",8,0,58,"\N","\N","\N","\N","\N","\N",11,"Ferrari","Italian"
15604,631,222,1,"21",8,"9","9",9,0,58,"\N","\N","\N","\N","\N","\N",11,"McLaren","British"
15613,631,309,1,"20",2,"18","18",18,0,54,"\N","\N","\N","\N","\N","\N",10,"McLaren","British"
15627,632,207,6,"6",4,"1","1",1,9,79,"1:47:35.5","6455500","\N","\N","\N","\N",1,"Ferrari","Italian"
15629,632,223,6,"5",3,"3","3",3,4,79,"+31.4","6486900","\N","\N","\N","\N",1,"Ferrari","Italian"
15632,632,304,1,"11",7,"6","6",6,1,78,"\N","\N","\N","\N","\N","\N",11,"McLaren","British"
15634,632,235,6,"4",8,"8","8",8,0,78,"\N","\N","\N","\N","\N","\N",11,"Ferrari","Italian"
15649,632,320,1,"12",11,"\N","R",23,0,7,"\N","\N","\N","\N","\N","\N",95,"McLaren","British"
15650,632,347,1,"23",23,"\N","R",24,0,5,"\N","\N","\N","\N","\N","\N",22,"McLaren","British"
15653,633,235,6,"4",1,"2","2",2,6,75,"+3.4","6546800","\N","\N","\N","\N",1,"Ferrari","Italian"
15656,633,304,1,"9",9,"5","5",5,2,75,"+1:27.0","6630400","\N","\N","\N","\N",1,"McLaren","British"
15659,633,320,1,"10",7,"8","8",8,0,73,"\N","\N","\N","\N","\N","\N",12,"McLaren","British"
15666,633,207,6,"6",8,"\N","R",15,0,50,"\N","\N","\N","\N","\N","\N",5,"Ferrari","Italian"
15669,633,223,6,"5",2,"\N","R",19,0,13,"\N","\N","\N","\N","\N","\N",5,"Ferrari","Italian"
15675,634,235,6,"4",2,"3","3",3,4,80,"+53.3","6794600","\N","\N","\N","\N",1,"Ferrari","Italian"
15676,634,304,1,"9",6,"4","4",4,3,80,"+1:06.7","6808000","\N","\N","\N","\N",1,"McLaren","British"
15686,634,223,6,"5",11,"\N","R",14,0,24,"\N","\N","\N","\N","\N","\N",3,"Ferrari","Italian"
15687,634,320,1,"10",14,"\N","R",15,0,22,"\N","\N","\N","\N","\N","\N",3,"McLaren","British"
15692,634,207,6,"6",0,"\N","F",20,0,0,"\N","\N","\N","\N","\N","\N",81,"Ferrari","Italian"
15695,635,235,6,"2",1,"1","1",1,9,70,"1:56:20.0","6980000","\N","\N","\N","\N",1,"Ferrari","Italian"
15697,635,223,6,"3",4,"3","3",3,4,69,"\N","\N","\N","\N","\N","\N",11,"Ferrari","Italian"
15706,635,304,1,"26",14,"12","12",12,0,63,"\N","\N","\N","\N","\N","\N",17,"McLaren","British"
15709,635,320,1,"28",23,"\N","N",15,0,60,"\N","\N","\N","\N","\N","\N",62,"McLaren","British"
15715,635,207,6,"4",16,"\N","R",21,0,5,"\N","\N","\N","\N","\N","\N",48,"Ferrari","Italian"
15726,636,320,1,"10",19,"9","9",9,0,54,"\N","\N","\N","\N","\N","\N",11,"McLaren","British"
15736,636,223,6,"5",2,"\N","R",19,0,20,"\N","\N","\N","\N","\N","\N",3,"Ferrari","Italian"
15738,636,304,1,"9",11,"\N","R",21,0,16,"\N","\N","\N","\N","\N","\N",80,"McLaren","British"
15739,636,235,6,"4",3,"\N","R",22,0,4,"\N","\N","\N","\N","\N","\N",5,"Ferrari","Italian"
15755,637,320,1,"10",14,"\N","R",15,0,53,"\N","\N","\N","\N","\N","\N",5,"McLaren","British"
15756,637,235,6,"4",6,"\N","R",16,0,51,"\N","\N","\N","\N","\N","\N",5,"Ferrari","Italian"
15757,637,223,6,"5",1,"\N","R",17,0,48,"\N","\N","\N","\N","\N","\N",51,"Ferrari","Italian"
15759,637,304,1,"9",8,"\N","R",19,0,32,"\N","\N","\N","\N","\N","\N",5,"McLaren","British"
15764,637,262,1,"11",16,"\N","R",24,0,0,"\N","\N","\N","\N","\N","\N",3,"McLaren","British"
15767,638,223,6,"6",4,"3","3",3,4,12,"+37.1","5393400","\N","\N","\N","\N",1,"Ferrari","Italian"
15768,638,207,6,"5",11,"4","4",4,3,12,"+2:05.0","5481300","\N","\N","\N","\N",1,"Ferrari","Italian"
15781,638,320,1,"20",19,"\N","R",17,0,5,"\N","\N","\N","\N","\N","\N",3,"McLaren","British"
15782,638,304,1,"18",6,"\N","R",18,0,3,"\N","\N","\N","\N","\N","\N",95,"McLaren","British"
15786,638,235,6,"4",2,"\N","R",22,0,1,"\N","\N","\N","\N","\N","\N",3,"Ferrari","Italian"
15787,638,347,1,"27",0,"\N","F",23,0,0,"\N","\N","\N","\N","\N","\N",81,"McLaren","British"
15796,639,262,1,"10",22,"9","9",9,0,53,"\N","\N","\N","\N","\N","\N",11,"McLaren","British"
15803,639,235,6,"4",6,"\N","R",16,0,31,"\N","\N","\N","\N","\N","\N",5,"Ferrari","Italian"
15806,639,223,6,"5",4,"\N","R",19,0,8,"\N","\N","\N","\N","\N","\N",5,"Ferrari","Italian"
15808,639,304,1,"9",9,"\N","R",21,0,4,"\N","\N","\N","\N","\N","\N",5,"McLaren","British"
15809,639,347,1,"28",20,"\N","R",22,0,0,"\N","\N","\N","\N","\N","\N",95,"McLaren","British"
15816,640,262,1,"14",13,"7","7",7,0,55,"+1:24.83","4777430","\N","\N","\N","\N",1,"McLaren","British"
15819,640,347,1,"28",21,"10","10",10,0,51,"\N","\N","\N","\N","\N","\N",14,"McLaren","British"
15825,640,223,6,"4",8,"\N","R",16,0,17,"\N","\N","\N","\N","\N","\N",5,"Ferrari","Italian"
15826,640,235,6,"3",2,"\N","R",17,0,15,"\N","\N","\N","\N","\N","\N",5,"Ferrari","Italian"
15836,641,288,1,"10",8,"3","3",3,4,64,"+1:35.8","7008900","\N","\N","\N","\N",1,"McLaren","British"
15837,641,304,1,"9",10,"4","4",4,3,63,"\N","\N","\N","\N","\N","\N",11,"McLaren","British"
15841,641,235,6,"4",12,"8","8",8,0,62,"\N","\N","\N","\N","\N","\N",12,"Ferrari","Italian"
15846,641,207,6,"6",13,"13","13",13,0,60,"\N","\N","\N","\N","\N","\N",14,"Ferrari","Italian"
15855,641,223,6,"5",18,"\N","R",22,0,7,"\N","\N","\N","\N","\N","\N",3,"Ferrari","Italian"
15865,642,223,6,"5",4,"6","6",6,1,59,"+1:16.426","6308417","\N","\N","\N","\N",1,"Ferrari","Italian"
15869,642,322,1,"31",22,"10","10",10,0,58,"\N","\N","\N","\N","\N","\N",11,"McLaren","British"
15875,642,347,1,"29",28,"16","16",16,0,54,"\N","\N","\N","\N","\N","\N",60,"McLaren","British"
15878,642,235,6,"32",7,"\N","R",19,0,49,"\N","\N","\N","\N","\N","\N",91,"Ferrari","Italian"
15881,642,304,1,"7",3,"\N","R",22,0,47,"\N","\N","\N","\N","\N","\N",3,"McLaren","British"
15902,643,235,6,"17",5,"\N","R",14,0,60,"\N","\N","\N","\N","\N","\N",5,"Ferrari","Italian"
15926,644,235,6,"2",7,"\N","R",15,0,0,"\N","\N","\N","\N","\N","\N",3,"Ferrari","Italian"
15949,645,235,6,"26",5,"\N","R",16,0,11,"\N","\N","\N","\N","\N","\N",86,"Ferrari","Italian"
15958,646,363,6,"28",8,"4","4",4,3,28,"+2:38.5","6048600","\N","\N","\N","\N",1,"Ferrari","Italian"
15962,646,235,6,"27",4,"8","8",8,0,26,"\N","\N","\N","\N","\N","\N",12,"Ferrari","Italian"
15974,647,235,6,"25",3,"3","3",3,4,79,"\N","\N","\N","\N","\N","\N",11,"Ferrari","Italian"
15975,647,223,6,"26",6,"4","4",4,3,79,"\N","\N","\N","\N","\N","\N",11,"Ferrari","Italian"
16009,648,363,6,"11",11,"14","14",14,0,35,"\N","\N","\N","\N","\N","\N",13,"Ferrari","Italian"
16013,648,235,6,"10",1,"\N","R",18,0,16,"\N","\N","\N","\N","\N","\N",5,"Ferrari","Italian"
16022,649,223,6,"4",6,"4","4",4,3,80,"+54.8","7076800","\N","\N","\N","\N",1,"Ferrari","Italian"
16040,649,235,6,"3",3,"\N","R",22,0,6,"\N","\N","\N","\N","\N","\N",7,"Ferrari","Italian"
16043,650,235,6,"10",1,"2","2",2,6,50,"+0.7","6121000","\N","\N","\N","\N",1,"Ferrari","Italian"
16053,650,223,6,"15",3,"\N","R",12,0,30,"\N","\N","\N","\N","\N","\N",5,"Ferrari","Italian"
16067,17,20,9,"15",2,"1","1",1,10,55,"1:34:03.414","5643414","54","1","1:40.279","199.387",1,"Red Bull","Austrian"
16068,17,17,9,"14",3,"2","2",2,8,55,"+17.857","5661271","14","5","1:40.571","198.808",1,"Red Bull","Austrian"
16075,17,3,3,"16",9,"9","9",9,0,55,"+45.941","5689355","49","15","1:40.997","197.970",1,"Williams","British"
16077,17,5,1,"2",18,"11","11",11,0,55,"+52.798","5696212","53","18","1:41.316","197.346",1,"McLaren","British"
16078,17,8,6,"4",11,"12","12",12,0,55,"+54.317","5697731","54","12","1:40.843","198.272",1,"Ferrari","Italian"
16079,17,6,3,"17",13,"13","13",13,0,55,"+59.839","5703253","54","9","1:40.754","198.447",1,"Williams","British"
16082,17,21,6,"3",20,"16","16",16,0,54,"\N","\N","54","16","1:41.132","197.705",11,"Ferrari","Italian"
16085,17,1,1,"1",1,"\N","R",19,0,20,"\N","\N","16","3","1:40.367","199.212",23,"McLaren","British"
16087,651,235,6,"12",3,"1","1",1,9,60,"1:42:17.3","6137300","\N","\N","\N","\N",1,"Ferrari","Italian"
16088,651,223,6,"27",2,"2","2",2,6,60,"+0.61","6137910","\N","\N","\N","\N",1,"Ferrari","Italian"
16093,651,363,6,"14",5,"7","7",7,0,59,"\N","\N","\N","\N","\N","\N",11,"Ferrari","Italian"
16111,652,223,6,"4",3,"1","1",1,9,68,"1:39:07.1","5947100","\N","\N","\N","\N",1,"Ferrari","Italian"
16123,652,235,6,"2",1,"\N","R",13,0,25,"\N","\N","\N","\N","\N","\N",8,"Ferrari","Italian"
16126,652,363,6,"6",15,"\N","R",16,0,14,"\N","\N","\N","\N","\N","\N",69,"Ferrari","Italian"
16138,653,235,6,"18",2,"1","1",1,9,90,"1:21:18.4","4878400","\N","\N","\N","\N",1,"Ferrari","Italian"
16139,653,223,6,"19",3,"2","2",2,6,90,"+14.8","4893200","\N","\N","\N","\N",1,"Ferrari","Italian"
16161,654,235,6,"3",1,"4","4",4,3,107,"\N","\N","\N","\N","\N","\N",11,"Ferrari","Italian"
16170,654,223,6,"4",6,"13","13",13,0,101,"\N","\N","\N","\N","\N","\N",17,"Ferrari","Italian"
16185,655,235,6,"3",3,"1","1",1,9,65,"1:53:28.3","6808300","\N","\N","\N","\N",1,"Ferrari","Italian"
16186,655,223,6,"4",1,"2","2",2,6,65,"+24.64","6832940","\N","\N","\N","\N",1,"Ferrari","Italian"
16215,656,278,6,"9",5,"\N","R",13,0,34,"\N","\N","\N","\N","\N","\N",5,"Ferrari","Italian"
16228,657,278,6,"15",2,"\N","R",8,0,56,"\N","\N","\N","\N","\N","\N",5,"Ferrari","Italian"
16245,658,278,6,"11",2,"\N","R",11,0,16,"\N","\N","\N","\N","\N","\N",24,"Ferrari","Italian"
16253,659,278,6,"8",4,"3","3",3,4,90,"+30.51","7632590","\N","\N","\N","\N",1,"Ferrari","Italian"
16275,660,278,6,"6",6,"\N","R",10,0,30,"\N","\N","\N","\N","\N","\N",5,"Ferrari","Italian"
16289,661,345,6,"12",8,"\N","R",11,0,61,"\N","\N","\N","\N","\N","\N",5,"Ferrari","Italian"
16290,661,278,6,"11",5,"\N","R",12,0,45,"\N","\N","\N","\N","\N","\N",6,"Ferrari","Italian"
16315,663,345,6,"10",12,"6","6",6,1,66,"\N","\N","\N","\N","\N","\N",12,"Ferrari","Italian"
16336,664,345,6,"6",13,"\N","R",12,0,37,"\N","\N","\N","\N","\N","\N",51,"Ferrari","Italian"
16349,665,345,6,"12",12,"5","5",5,2,101,"\N","\N","\N","\N","\N","\N",17,"Ferrari","Italian"
16369,666,345,6,"12",15,"7","7",7,0,63,"\N","\N","\N","\N","\N","\N",12,"Ferrari","Italian"
16383,667,278,6,"8",8,"4","4",4,3,78,"\N","\N","\N","\N","\N","\N",12,"Ferrari","Italian"
16391,667,235,6,"9",11,"\N","R",12,0,51,"\N","\N","\N","\N","\N","\N",44,"Ferrari","Italian"
16398,667,333,6,"10",7,"\N","R",19,0,13,"\N","\N","\N","\N","\N","\N",3,"Ferrari","Italian"
16411,668,278,6,"19",1,"\N","R",9,0,57,"\N","\N","\N","\N","\N","\N",48,"Ferrari","Italian"
16414,668,235,6,"21",8,"\N","R",12,0,13,"\N","\N","\N","\N","\N","\N",80,"Ferrari","Italian"
16437,670,235,6,"23",3,"3","3",3,4,28,"+39.6","6041700","\N","\N","\N","\N",1,"Ferrari","Italian"
16446,670,278,6,"22",1,"\N","R",12,0,8,"\N","\N","\N","\N","\N","\N",21,"Ferrari","Italian"
16456,671,235,6,"10",6,"4","4",4,3,88,"\N","\N","\N","\N","\N","\N",12,"Ferrari","Italian"
16458,671,278,6,"9",1,"6","6",6,1,85,"\N","\N","\N","\N","\N","\N",15,"Ferrari","Italian"
16472,672,235,6,"26",3,"1","1",1,9,60,"2:25:40.9","8740900","\N","\N","\N","\N",1,"Ferrari","Italian"
16481,672,278,6,"24",5,"10","10",10,0,55,"\N","\N","\N","\N","\N","\N",15,"Ferrari","Italian"
16490,673,278,6,"5",3,"2","2",2,6,80,"+4.4","7284700","\N","\N","\N","\N",1,"Ferrari","Italian"
16491,673,235,6,"6",12,"3","3",3,4,79,"\N","\N","\N","\N","\N","\N",11,"Ferrari","Italian"
16512,674,235,6,"9",1,"4","4",4,3,14,"+5:55.2","8698400","\N","\N","\N","\N",1,"Ferrari","Italian"
16521,674,360,1,"2",16,"13","13",13,0,13,"\N","\N","\N","\N","\N","\N",11,"McLaren","British"
16523,674,278,6,"8",2,"\N","R",15,0,11,"\N","\N","\N","\N","\N","\N",3,"Ferrari","Italian"
16531,675,235,6,"8",4,"3","3",3,4,68,"+1:28.6","6103400","\N","\N","\N","\N",1,"Ferrari","Italian"
16546,675,278,6,"9",3,"\N","R",18,0,8,"\N","\N","\N","\N","\N","\N",3,"Ferrari","Italian"
16547,675,321,6,"7",8,"\N","R",19,0,4,"\N","\N","\N","\N","\N","\N",69,"Ferrari","Italian"
16558,676,278,6,"9",2,"\N","R",8,0,72,"\N","\N","\N","\N","\N","\N",7,"Ferrari","Italian"
16571,676,235,6,"10",0,"\N","W",21,0,0,"\N","\N","\N","\N","\N","\N",3,"Ferrari","Italian"
16579,677,304,1,"1",5,"\N","R",8,0,92,"\N","\N","\N","\N","\N","\N",3,"McLaren","British"
16586,677,278,6,"6",4,"\N","R",15,0,59,"\N","\N","\N","\N","\N","\N",103,"Ferrari","Italian"
16590,677,321,6,"7",15,"\N","R",19,0,14,"\N","\N","\N","\N","\N","\N",5,"Ferrari","Italian"
16607,678,278,6,"6",2,"\N","R",16,0,16,"\N","\N","\N","\N","\N","\N",7,"Ferrari","Italian"
16611,678,235,6,"7",15,"\N","R",20,0,3,"\N","\N","\N","\N","\N","\N",80,"Ferrari","Italian"
16633,680,278,6,"20",14,"3","3",3,4,98,"\N","\N","\N","\N","\N","\N",12,"Ferrari","Italian"
16637,680,385,6,"18",2,"\N","R",7,0,81,"\N","\N","\N","\N","\N","\N",3,"Ferrari","Italian"
16653,681,278,6,"3",9,"4","4",4,3,90,"+27.3","8112400","\N","\N","\N","\N",1,"Ferrari","Italian"
16654,681,387,6,"4",10,"5","5",5,2,89,"\N","\N","\N","\N","\N","\N",11,"Ferrari","Italian"
16655,681,375,6,"22",15,"6","6",6,1,89,"\N","\N","\N","\N","\N","\N",11,"Ferrari","Italian"
16669,682,278,6,"1",5,"3","3",3,4,28,"+1:40.0","6149400","\N","\N","\N","\N",1,"Ferrari","Italian"
16677,682,375,6,"2",9,"\N","N",11,0,24,"\N","\N","\N","\N","\N","\N",62,"Ferrari","Italian"
16684,682,387,6,"3",8,"\N","R",18,0,0,"\N","\N","\N","\N","\N","\N",3,"Ferrari","Italian"
16692,683,278,6,"2",7,"\N","R",8,0,47,"\N","\N","\N","\N","\N","\N",37,"Ferrari","Italian"
16702,684,278,6,"8",6,"3","3",3,4,80,"+16.6","7182200","\N","\N","\N","\N",1,"Ferrari","Italian"
16723,685,278,6,"8",8,"3","3",3,4,15,"+39.0","7594700","\N","\N","\N","\N",1,"Ferrari","Italian"
16750,686,278,6,"20",4,"6","6",6,1,87,"\N","\N","\N","\N","\N","\N",13,"Ferrari","Italian"
16769,687,278,6,"2",4,"7","7",7,0,64,"\N","\N","\N","\N","\N","\N",14,"Ferrari","Italian"
16789,688,278,6,"9",4,"\N","R",9,0,95,"\N","\N","\N","\N","\N","\N",5,"Ferrari","Italian"
16806,689,395,6,"12",16,"8","8",8,0,63,"\N","\N","\N","\N","\N","\N",12,"Ferrari","Italian"
16807,689,278,6,"9",2,"9","9",9,0,62,"\N","\N","\N","\N","\N","\N",60,"Ferrari","Italian"
16819,690,385,6,"16",5,"2","2",2,6,100,"+40.2","9230700","\N","\N","\N","\N",1,"Ferrari","Italian"
16830,690,341,6,"17",2,"\N","R",13,0,16,"\N","\N","\N","\N","\N","\N",7,"Ferrari","Italian"
16834,691,341,6,"6",1,"1","1",1,9,28,"2:09:11.3","7751300","\N","\N","\N","\N",1,"Ferrari","Italian"
16836,691,385,6,"7",5,"3","3",3,4,27,"\N","\N","\N","\N","\N","\N",11,"Ferrari","Italian"
16853,692,387,6,"22",3,"2","2",2,6,48,"+9.5","6520800","\N","\N","\N","\N",1,"Ferrari","Italian"
16862,692,385,6,"20",1,"\N","N",11,0,37,"\N","\N","\N","\N","\N","\N",62,"Ferrari","Italian"
16894,694,385,6,"2",9,"6","6",6,1,87,"\N","\N","\N","\N","\N","\N",13,"Ferrari","Italian"
16904,694,387,6,"4",5,"\N","R",16,0,10,"\N","\N","\N","\N","\N","\N",3,"Ferrari","Italian"
16911,695,385,6,"9",6,"6","6",6,1,15,"+10:56.4","9479400","\N","\N","\N","\N",1,"Ferrari","Italian"
16917,695,375,6,"11",4,"\N","R",12,0,9,"\N","\N","\N","\N","\N","\N",10,"Ferrari","Italian"
16918,695,387,6,"10",7,"\N","R",13,0,9,"\N","\N","\N","\N","\N","\N",3,"Ferrari","Italian"
16925,696,375,6,"6",2,"1","1",1,9,68,"1:47:14.8","6434800","\N","\N","\N","\N",1,"Ferrari","Italian"
16926,696,387,6,"4",1,"2","2",2,6,68,"+5.8","6440600","\N","\N","\N","\N",1,"Ferrari","Italian"
16934,696,394,6,"44",16,"\N","N",10,0,59,"\N","\N","\N","\N","\N","\N",62,"Ferrari","Italian"
16937,696,385,6,"2",5,"\N","R",13,0,33,"\N","\N","\N","\N","\N","\N",80,"Ferrari","Italian"
16961,697,385,6,"9",3,"\N","R",15,0,34,"\N","\N","\N","\N","\N","\N",5,"Ferrari","Italian"
16985,699,341,6,"1",2,"2","2",2,6,85,"+29.0","7635000","\N","\N","\N","\N",1,"Ferrari","Italian"
16993,699,362,51,"20",17,"10","10",10,0,79,"\N","\N","\N","\N","\N","\N",16,"Alfa Romeo","Swiss"
16998,699,385,6,"2",6,"15","15",15,0,66,"\N","\N","\N","\N","\N","\N",80,"Ferrari","Italian"
17016,700,385,6,"17",4,"2","2",2,6,100,"+1:04.0","9523600","\N","\N","\N","\N",1,"Ferrari","Italian"
17018,700,341,6,"18",5,"4","4",4,3,99,"\N","\N","\N","\N","\N","\N",60,"Ferrari","Italian"
17040,701,385,6,"2",15,"9","9",9,0,30,"\N","\N","\N","\N","\N","\N",12,"Ferrari","Italian"
17049,701,341,6,"1",6,"\N","R",18,0,5,"\N","\N","\N","\N","\N","\N",5,"Ferrari","Italian"
17053,702,341,6,"2",4,"3","3",3,4,40,"+2:33.5","9851900","\N","\N","\N","\N",1,"Ferrari","Italian"
17058,702,385,6,"4",3,"8","8",8,0,36,"\N","\N","\N","\N","\N","\N",3,"Ferrari","Italian"
17070,703,341,6,"1",5,"3","3",3,4,80,"+27.6","7553000","\N","\N","\N","\N",1,"Ferrari","Italian"
17087,703,385,6,"2",9,"\N","R",20,0,2,"\N","\N","\N","\N","\N","\N",5,"Ferrari","Italian"
